doc_id,llm_primary_pb,llm_primary_conf,llm_secondary_pbs,llm_rejected_pbs,llm_reasoning,inference_time_sec
b39624d6c38a,PB1,High,None,"PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses uncertainties in hydrological models and their impact on climate change assessments, particularly focusing on water resources at the catchment scale. The core scientific metric here is related to climate change impacts through hydrological modeling. However, there are no explicit mentions of biophysical metrics or chemical/physical substances that directly relate to any specific Planetary Boundary other than PB1 (Climate Change). There is no mention of ocean acidification, stratospheric ozone depletion, nutrient flows, freshwater use, land-system changes, biosphere integrity, novel entities, atmospheric aerosol loading, or biodiversity. The abstract does not violate the exclusion rules for any of these boundaries.",10.010367155075073
8581e74341ad,PB9,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8","The abstract focuses on the analysis of aerosol optical depth (AOD) and particulate matter (PM2.5), specifically in relation to air quality studies using satellite data and ground observations. The core biophysical metrics include PM2.5, black carbon (BC), AOD, and absorption AOD (AAOD). These measurements are directly related to atmospheric aerosol loading and its impact on air quality and regional climate patterns. While the study also touches upon broader topics such as urban air quality and emissions, it explicitly measures key biophysical metrics relevant to PB9.",7.190998315811157
03c55a425a95,PB1,High,None,"PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the weakening of global atmospheric circulation and changes in poleward energy transport due to anthropogenic emissions. The study focuses on climate-model simulations related to global warming, which directly ties into the core definition of PB1 (Climate Change). There are no explicit mentions or implications of ocean acidification, stratospheric ozone depletion, biogeochemical flows, freshwater use, land-system change, biosphere integrity, novel entities, atmospheric aerosol loading. The study does not discuss any metrics related to these boundaries.",6.76452898979187
8d8ab7ed834f,PB1,High,None,"PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the impact of climate change on soil organic carbon (SOC) and net primary production (NPP) in Australia. It mentions a simulated baseline value for SOC, changes in mean annual temperature, and slight variations in precipitation patterns under different climate scenarios. The core focus is on how these climatic factors influence SOC storage and NPP over the next century. However, there are no explicit references to biophysical metrics or impacts that would directly activate any of the other Planetary Boundaries beyond PB1 (Climate Change).",6.965802907943726
ff6fb1e2be19,PB1,High,None,"PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the impacts of climate change on wine production, focusing on microbial challenges and potential biotechnological solutions. The core scientific metric is climate change itself, which directly affects food systems and wine quality. There are no explicit measurements or analyses of specific physical metrics related to other Planetary Boundaries such as ocean acidification (PB2), stratospheric ozone depletion (PB3), nutrient flows (PB4), freshwater use (PB5), land-system changes (PB6), biosphere integrity (PB7), novel entities (PB8), or atmospheric aerosol loading (PB9). The exclusion rules for these boundaries are not violated, and the abstract does not provide specific biophysical metrics relevant to them.",8.157573938369751
44cb9ddc20a6,PB1,High,None,"PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the evaluation of Arctic climate changes in response to anthropogenic greenhouse-gas forcing. It discusses surface air temperature (SAT) and sea ice observations, as well as model simulations that indicate a significant decrease in arctic sea ice area over recent decades. The core biophysical metrics include SAT and sea ice extent, which are directly related to the Climate Change boundary. There is no mention of ocean acidification, stratospheric ozone depletion, nutrient flows, freshwater use, land-system change, biosphere integrity, novel entities, or atmospheric aerosol loading that would activate other PBs.",7.33115553855896
5194c7c1714e,None,N/A,None,PB1,"The abstract discusses the adaptation of spring-fruiting fungi in response to climate change. It does not explicitly mention any biophysical metrics, chemical substances, or physical processes related to the Planetary Boundaries framework beyond the general context of climate change. The terms 'climate change' are present but do not provide specific details on greenhouse gas emissions, warming impacts, mitigation strategies, or explicit climate-related metrics that would activate PB1 under its strict criteria.",4.761761426925659
ff153d55d5fd,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the concept of planetary health, emphasizing the interconnections between human health and environmental conditions. However, it does not delve into specific biophysical metrics or explicit measurements related to any Planetary Boundaries framework elements such as climate change, ocean acidification, stratospheric ozone depletion, etc. The text is more focused on the social, political, and economic factors influencing health rather than direct scientific measurements of environmental impacts.",5.735498428344727
a3d6daa1a396,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on analyzing food poverty and its effects due to the Covid-19 pandemic in Mexico City, using a capability approach. It discusses economic, sociocultural, and environmental impacts but does not mention any specific biophysical metrics or chemical/physical substances related to Planetary Boundaries. The analysis is purely social science-based without explicit references to climate change, ocean acidification, stratospheric ozone depletion, nutrient flows, freshwater use, land-system changes, biosphere integrity, novel entities, atmospheric aerosol loading, or other relevant environmental factors.",6.6126463413238525
eaf6d52d5457,PB1,High,None,"PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the sensitivity of regional climate model simulations to domain size and position, particularly in Central America. It discusses the impact of different physical configurations and parameterizations on low-level circulation and precipitation patterns. The study does not explicitly mention emissions, warming, or direct biophysical metrics related to other planetary boundaries such as ocean acidification, ozone depletion, nutrient flows, freshwater use, land-system change, biosphere integrity, novel entities, or atmospheric aerosol loading.",6.474595785140991
11e601dd40d6,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the assessment of offshore wind energy potential in Mexico using numerical simulations and climate models. The study does not explicitly mention any biophysical metrics related to Planetary Boundaries other than those associated with renewable energy systems, specifically wind energy. There is no explicit reference to emissions, warming, ocean acidification, ozone depletion, nutrient flows, freshwater use, land-system change, biodiversity loss, novel entities, or atmospheric aerosol loading.",5.859254360198975
ca6e200d678b,None,N/A,None,"PB1, PB2, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the measurement and analysis of stratospheric water vapor (H2O) to infer dynamics related to the Brewer-Dobson circulation. The study does not explicitly mention any biophysical impacts or metrics that directly relate to the core definitions of other Planetary Boundaries beyond PB3, which is about ozone layer depletion due to substances like CFCs and their impact on stratospheric chemistry. However, the research does not discuss ozone-depleting substances or the thinning of the ozone layer explicitly.",6.3491363525390625
3f68844ce318,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the use of data mining techniques to analyze spatial patterns in remote sensing datasets. It does not explicitly mention any biophysical metrics, chemical substances, or physical processes related to the Planetary Boundaries framework. The focus is on geospatial feature variables and association analysis without specific reference to climate change, ocean acidification, stratospheric ozone depletion, nutrient flows, freshwater use, land-system changes, biosphere integrity, novel entities, atmospheric aerosol loading, or any other biophysical impacts.",6.303504228591919
